"","PointName","DaysAfterN","BACS.PA","AREA","Route","Observer","TIME","Temp","Wind","Cloud","pcode","dsb"
"38.1553","M5",3044,0,1,"MN",2,659,65,0,0,"38","373"
"38.1554","M5",3052,0,1,"MN",2,426,65,1,90,"38","381"
"38.1555","M5",3400,0,1,"MN",9,405,55,5,99,"38","729"
"38.1556","M5",3402,0,1,"MN",9,620,75,2,1,"38","731"
"38.1557","M5",3408,0,1,"MN",9,400,45,2,5,"38","737"
"38.1558","M5",3771,0,1,"MN",14,404,59,0,0,"38","333"
"38.1559","M5",3773,0,1,"MN",14,583,64,0,100,"38","335"
"38.1560","M5",3778,0,1,"MN",14,400,61,0,100,"38","340"
"38.1561","M5",4499,0,1,"MN",11,400,69,0,100,"38","284"
"38.1562","M5",4500,0,1,"MN",4,583,75,1,90,"38","285"
"38.1563","M5",4505,0,1,"MN",16,404,58,0,0,"38","290"
"38.1564","M5",4869,1,1,"MN",6,582,69,8,100,"38","654"
"38.1565","M5",4870,0,1,"MN",4,570,72,5,40,"38","655"
"38.1566","M5",4871,0,1,"MN",11,565,69,5,41,"38","656"
"38.1567","M5",5227,1,1,"MN",4,403,47,2,100,"38","308"
"38.1568","M5",5231,1,1,"MN",10,372,53,3,100,"38","312"
"38.1569","M5",5234,0,1,"MN",11,552,65,5,88,"38","315"
"38.1570","M5",5593,1,0,"MN",12,413,46,0,0,"38","674"
"38.1571","M5",5594,1,1,"MN",16,396,55,0,0,"38","675"
"38.1572","M5",5597,0,1,"MN",4,527,65,0,100,"38","678"
"38.1573","M5",5970,1,1,"MN",1,366,50,0,0,"38","363"
"38.1574","M5",5971,0,1,"MN",16,443,59,2,100,"38","364"
"39.1584","M7",3042,1,1,"MN",2,457,55,0,0,"39","371"
"39.1585","M7",3044,1,1,"MN",2,633,65,1,0,"39","373"
"39.1586","M7",3052,0,1,"MN",2,454,65,0,80,"39","381"
"39.1587","M7",3400,1,1,"MN",9,435,60,3,90,"39","729"
"39.1588","M7",3402,1,1,"MN",9,640,80,3,1,"39","731"
"39.1589","M7",3408,1,1,"MN",9,635,65,2,3,"39","737"
"39.1590","M7",3771,0,1,"MN",14,428,61,0,0,"39","333"
"39.1591","M7",3773,0,1,"MN",14,557,64,0,100,"39","335"
"39.1592","M7",3779,0,1,"MN",14,587,75,2,100,"39","341"
"39.1593","M7",4499,0,1,"MN",11,485,73,0,100,"39","284"
"39.1594","M7",4500,1,1,"MN",4,597,75,3,80,"39","285"
"39.1595","M7",4505,0,1,"MN",16,545,68,0,0,"39","290"
"39.1596","M7",4869,1,1,"MN",6,448,66,3,100,"39","654"
"39.1597","M7",4870,0,1,"MN",4,584,72,4,30,"39","655"
"39.1598","M7",4871,0,1,"MN",11,466,69,1.5,41,"39","656"
"39.1599","M7",5227,0,1,"MN",4,610,53,2,100,"39","308"
"39.1600","M7",5229,0,1,"MN",10,570,65,10,75,"39","310"
"39.1601","M7",5234,1,1,"MN",11,430,59,0,88,"39","315"
"39.1602","M7",5593,1,0,"MN",12,499,56,0,0,"39","674"
"39.1603","M7",5594,0,1,"MN",16,535,60,2,10,"39","675"
"39.1604","M7",5597,1,1,"MN",4,541,65,0,100,"39","678"
"39.1605","M7",5970,1,1,"MN",1,549,72,0,25,"39","363"
"39.1606","M7",5971,0,1,"MN",1,663,65,10,100,"39","364"
"39.1607","M7",5971,0,1,"MN",16,427,59,0,100,"39","364"
"4.128","J18",3043,1,0,"JR",2,606,75,5,0,"4","372"
"4.129","J18",3049,1,0,"JR",2,483,58,3,0,"4","378"
"4.130","J18",3053,1,0,"JR",2,581,70,0,20,"4","382"
"4.131","J18",3399,0,0,"JR",9,615,65,5,85,"4","728"
"4.132","J18",3401,0,0,"JR",9,480,65,5,90,"4","730"
"4.133","J18",3407,0,0,"JR",9,580,55,5,3,"4","736"
"4.134","J18",3771,0,0,"JR",8,587,72,2,10,"4","335"
"4.135","J18",3773,0,0,"JR",8,434,59,3,100,"4","337"
"4.136","J18",3779,0,0,"JR",8,411,62,0,100,"4","343"
"4.137","J18",4498,0,0,"JR",11,444,70,1,100,"4","307"
"4.138","J18",4500,1,0,"JR",16,514,73,0,100,"4","309"
"4.139","J18",4505,0,0,"JR",4,541,72,1,20,"4","314"
"4.140","J18",4869,0,0,"JR",4,487,69,1,90,"4","678"
"4.141","J18",4870,0,0,"JR",11,444,69,1.5,69,"4","679"
"4.142","J18",4871,0,0,"JR",6,532,69,8,35,"4","680"
"4.143","J18",5227,0,0,"JR",10,469,51,5,100,"4","311"
"4.144","J18",5229,0,0,"JR",11,447,58,3,77,"4","313"
"4.145","J18",5237,1,0,"JR",16,442,60,8,100,"4","321"
"4.146","J18",5593,0,0,"JR",13,465,49,0,0,"4","677"
"4.147","J18",5601,0,0,"JR",16,446,55,0,40,"4","685"
"4.148","J18",5970,0,0,"JR",1,656,80,0,75,"4","364"
"4.149","J18",5970,0,0,"JR",16,462,57,0,0,"4","364"
"4.150","J18",5971,1,0,"JR",1,436,65,0,90,"4","365"
"40.1650","N11",3042,1,1,"MN",15,495,60,0,0,"40","371"
"40.1651","N11",3044,0,1,"MN",15,545,70,10,0,"40","373"
"40.1652","N11",3052,1,1,"MN",15,500,68,2,100,"40","381"
"40.1653","N11",3400,0,1,"MN",15,505,55,4,100,"40","729"
"40.1654","N11",3402,1,1,"MN",15,535,70,0,0,"40","731"
"40.1655","N11",3408,1,1,"MN",15,475,54,0,0,"40","737"
"40.1656","N11",3771,0,1,"MN",11,492,65,0,0,"40","335"
"40.1657","N11",3773,0,1,"MN",11,517,61,3,1,"40","337"
"40.1658","N11",3779,0,1,"MN",11,488,70,2,0,"40","343"
"40.1659","N11",4130,1,1,"MN",11,502,55,2,0,"40","694"
"40.1660","N11",4141,1,1,"MN",11,486,78,0,100,"40","705"
"40.1661","N11",4142,0,1,"MN",11,479,64,0,100,"40","706"
"40.1662","N11",4499,0,1,"MN",11,443,70,0,100,"40","308"
"40.1663","N11",4500,0,1,"MN",4,513,72,1,100,"40","309"
"40.1664","N11",4505,1,1,"MN",16,481,64,0,0,"40","314"
"40.1665","N11",4869,0,1,"MN",6,529,68,4,100,"40","678"
"40.1666","N11",4870,1,1,"MN",4,509,70,1,95,"40","679"
"40.1667","N11",4871,0,1,"MN",11,518,69,2.5,41,"40","680"
"40.1668","N11",5227,0,1,"MN",16,453,48,2,100,"40","311"
"40.1669","N11",5229,0,1,"MN",10,444,62,10,100,"40","313"
"40.1670","N11",5234,0,1,"MN",11,490,62,0,88,"40","318"
"40.1671","N11",5593,0,1,"MN",16,438,55,0,0,"40","677"
"40.1672","N11",5594,0,1,"MN",16,455,58,0,0,"40","678"
"40.1673","N11",5597,0,1,"MN",4,460,66,0,90,"40","681"
"40.1674","N11",5970,0,1,"MN",1,426,53,0,10,"40","364"
"40.1675","N11",5971,0,1,"MN",16,508,61,0,50,"40","365"
"41.1676","N12",3042,0,1,"MN",15,505,60,0,0,"41","686"
"41.1677","N12",3044,1,1,"MN",15,535,70,10,0,"41","688"
"41.1678","N12",3052,0,1,"MN",15,510,68,2,100,"41","696"
"41.1679","N12",3400,1,1,"MN",15,515,55,6,100,"41","347"
"41.1680","N12",3402,1,1,"MN",15,525,65,0,0,"41","349"
"41.1681","N12",3408,1,1,"MN",15,485,54,0,0,"41","355"
"41.1682","N12",3771,0,1,"MN",11,499,66,0,0,"41","718"
"41.1683","N12",3773,0,1,"MN",11,506,61,3,0,"41","720"
"41.1684","N12",3779,0,1,"MN",11,480,69,2,0,"41","726"
"41.1685","N12",4130,0,1,"MN",11,509,56,2,0,"41","302"
"41.1686","N12",4141,0,1,"MN",11,477,77,0,100,"41","313"
"41.1687","N12",4142,0,1,"MN",11,487,64,0,100,"41","314"
"41.1688","N12",4498,0,1,"MN",4,461,70,0,100,"41","670"
"41.1689","N12",4500,0,1,"MN",11,609,75,15,100,"41","672"
"41.1690","N12",4506,0,1,"MN",16,440,63,0,100,"41","678"
"41.1691","N12",4869,0,1,"MN",16,448,63,2,100,"41","346"
"41.1692","N12",4870,0,1,"MN",6,396,65,5,100,"41","347"
"41.1693","N12",4871,0,1,"MN",4,449,69,0,20,"41","348"
"41.1694","N12",5227,1,1,"MN",16,443,48,2,100,"41","704"
"41.1695","N12",5229,0,1,"MN",4,647,66,4,70,"41","706"
"41.1696","N12",5235,0,1,"MN",10,421,60,6,100,"41","712"
"41.1697","N12",5593,0,1,"MN",16,429,55,0,0,"41","328"
"41.1698","N12",5594,0,1,"MN",4,569,63,2,0,"41","329"
"41.1699","N12",5597,0,1,"MN",13,480,65,1,80,"41","332"
"41.1700","N12",5969,0,1,"MN",16,428,53,0,0,"41","704"
"41.1701","N12",5972,0,1,"MN",1,408,60,5,0,"41","707"
"42.1714","N14",3042,0,1,"MN",15,525,60,0,0,"42","364"
"42.1715","N14",3044,0,1,"MN",15,515,65,8,0,"42","366"
"42.1716","N14",3052,0,1,"MN",15,530,70,2,100,"42","374"
"42.1717","N14",3400,0,1,"MN",15,535,60,10,100,"42","722"
"42.1718","N14",3402,0,1,"MN",15,510,65,0,0,"42","724"
"42.1719","N14",3408,0,1,"MN",15,500,54,0,0,"42","730"
"42.1720","N14",3773,0,1,"MN",11,487,60,3,0,"42","338"
"42.1721","N14",3779,0,1,"MN",11,463,67,2,0,"42","344"
"42.1722","N14",4130,0,1,"MN",11,525,58,3,0,"42","695"
"42.1723","N14",4141,0,1,"MN",11,462,75,1,100,"42","706"
"42.1724","N14",4142,0,1,"MN",11,502,64,0,100,"42","707"
"42.1725","N14",4498,0,1,"MN",4,473,72,0,100,"42","320"
"42.1726","N14",4500,0,1,"MN",11,618,75,5,100,"42","322"
"42.1727","N14",4506,0,1,"MN",16,452,63,2,75,"42","328"
"42.1728","N14",4869,0,1,"MN",16,459,64,2,100,"42","691"
"42.1729","N14",4870,0,1,"MN",6,488,68,5,75,"42","692"
"42.1730","N14",4871,0,1,"MN",4,461,69,1,40,"42","693"
"42.1731","N14",5227,0,1,"MN",4,484,50,1,100,"42","298"
"42.1732","N14",5235,0,1,"MN",10,409,59,6,100,"42","306"
"42.1733","N14",5237,0,1,"MN",4,453,56,2,90,"42","308"
"42.1734","N14",5593,0,1,"MN",16,464,55,0,0,"42","664"
"42.1735","N14",5594,0,1,"MN",4,579,63,0,0,"42","665"
"42.1736","N14",5597,0,1,"MN",13,450,65,0,90,"42","668"
"42.1737","N14",5969,0,1,"MN",16,438,58,0,0,"42","364"
"42.1738","N14",5972,0,1,"MN",1,403,60,5,0,"42","367"
"43.1760","N17",3042,0,1,"MN",15,555,65,0,0,"43","90"
"43.1761","N17",3044,1,1,"MN",15,480,62,4,0,"43","92"
"43.1762","N17",3052,0,1,"MN",15,560,70,0,100,"43","100"
"43.1763","N17",3400,0,1,"MN",15,580,60,10,100,"43","448"
"43.1764","N17",3402,1,1,"MN",15,475,60,0,0,"43","450"
"43.1765","N17",3408,0,1,"MN",15,535,54,0,0,"43","456"
"43.1766","N17",3771,0,1,"MN",11,543,71,2,0,"43","819"
"43.1767","N17",3773,0,1,"MN",11,457,59,0,0,"43","821"
"43.1768","N17",3779,0,1,"MN",11,433,64,0,0,"43","827"
"43.1769","N17",4141,0,1,"MN",11,445,74,3,100,"43","73"
"43.1770","N17",4142,0,1,"MN",11,522,64,0,100,"43","74"
"43.1771","N17",4498,0,1,"MN",4,640,78,5,70,"43","430"
"43.1772","N17",4500,1,1,"MN",11,427,70,2,100,"43","432"
"43.1773","N17",4506,0,1,"MN",16,648,75,5,40,"43","438"
"43.1774","N17",4869,1,1,"MN",16,660,70,6,100,"43","801"
"43.1775","N17",4870,0,1,"MN",6,386,65,4,100,"43","802"
"43.1776","N17",4871,0,1,"MN",4,592,76,2,15,"43","803"
"43.1777","N17",5227,0,1,"MN",16,472,48,2,100,"43","188"
"43.1778","N17",5229,0,1,"MN",4,500,62,4,100,"43","190"
"43.1779","N17",5235,0,1,"MN",10,397,59,8,100,"43","196"
"43.1780","N17",5593,0,0,"MN",12,639,63,0,0,"43","189"
"43.1781","N17",5594,1,1,"MN",4,630,65,4,25,"43","190"
"43.1782","N17",5597,0,1,"MN",13,417,64,0,100,"43","193"
"43.1783","N17",5969,0,1,"MN",16,644,65,1,0,"43","88"
"43.1784","N17",5972,0,1,"MN",1,586,62,10,15,"43","91"
"44.1809","N2",3042,1,1,"MN",15,400,55,0,0,"44","354"
"44.1810","N2",3044,1,1,"MN",15,635,75,8,0,"44","356"
"44.1811","N2",3052,1,1,"MN",15,390,64,0,100,"44","364"
"44.1812","N2",3400,1,1,"MN",15,395,52,2,100,"44","712"
"44.1813","N2",3402,0,1,"MN",15,640,75,0,0,"44","714"
"44.1814","N2",3408,1,1,"MN",15,380,54,0,0,"44","720"
"44.1815","N2",3771,1,1,"MN",11,394,58,0,0,"44","316"
"44.1816","N2",3773,0,1,"MN",11,620,66,0,1,"44","318"
"44.1817","N2",3779,0,1,"MN",11,603,78,6,0,"44","324"
"44.1818","N2",4130,1,1,"MN",11,386,43,0,0,"44","675"
"44.1819","N2",4141,0,1,"MN",11,585,82,0,100,"44","686"
"44.1820","N2",4142,0,1,"MN",11,370,64,0,100,"44","687"
"44.1821","N2",4499,1,1,"MN",11,409,69,0,100,"44","280"
"44.1822","N2",4500,1,1,"MN",4,570,72,1,85,"44","281"
"44.1823","N2",4505,1,1,"MN",16,419,60,0,0,"44","286"
"44.1824","N2",4869,1,1,"MN",6,572,69,6,100,"44","650"
"44.1825","N2",4870,1,1,"MN",4,559,70,3,45,"44","651"
"44.1826","N2",4871,1,1,"MN",11,558,69,2.5,41,"44","652"
"44.1827","N2",5227,1,1,"MN",4,417,47,0,100,"44","325"
"44.1828","N2",5229,0,1,"MN",10,647,67,12,70,"44","327"
"44.1829","N2",5234,1,1,"MN",11,540,64,0,88,"44","332"
"44.1830","N2",5593,0,0,"MN",12,424,46,0,0,"44","691"
"44.1831","N2",5594,1,1,"MN",16,404,55,0,0,"44","692"
"44.1832","N2",5597,0,1,"MN",4,515,65,0,100,"44","695"
"44.1833","N2",5970,1,1,"MN",1,376,50,0,0,"44","0"
"44.1834","N2",5971,1,1,"MN",16,463,59,2,100,"44","1"
"45.1835","N20",3042,1,1,"MN",15,590,70,2,0,"45","353"
"45.1836","N20",3044,0,1,"MN",15,450,62,0,0,"45","355"
"45.1837","N20",3052,0,1,"MN",15,590,75,2,100,"45","363"
"45.1838","N20",3402,1,1,"MN",15,445,57,0,0,"45","713"
"45.1839","N20",3408,0,1,"MN",15,565,60,2,0,"45","719"
"45.1840","N20",3409,1,1,"MN",15,480,55,0,0,"45","720"
"45.1841","N20",3771,0,1,"MN",11,569,76,2,0,"45","348"
"45.1842","N20",3773,0,1,"MN",11,424,59,0,0,"45","350"
"45.1843","N20",3779,0,1,"MN",11,408,62,2,0,"45","356"
"45.1844","N20",4130,1,1,"MN",11,579,62,4,0,"45","707"
"45.1845","N20",4141,1,1,"MN",11,415,74,0,100,"45","718"
"45.1846","N20",4142,1,1,"MN",11,551,64,0,100,"45","719"
"45.1847","N20",4499,1,1,"MN",11,456,70,0,100,"45","225"
"45.1848","N20",4500,1,1,"MN",4,501,72,3,100,"45","226"
"45.1849","N20",4505,1,1,"MN",16,496,64,0,0,"45","231"
"45.1850","N20",4869,0,1,"MN",6,519,68,5,100,"45","595"
"45.1851","N20",4870,1,1,"MN",4,495,70,0,70,"45","596"
"45.1852","N20",4871,1,1,"MN",11,503,69,2.5,41,"45","597"
"45.1853","N20",5227,0,1,"MN",4,499,50,1,100,"45","953"
"45.1854","N20",5229,1,1,"MN",10,429,60,13,100,"45","955"
"45.1855","N20",5234,0,1,"MN",11,479,62,0,88,"45","960"
"45.1856","N20",5593,0,0,"MN",12,468,49,0,0,"45","316"
"45.1857","N20",5594,1,1,"MN",16,468,60,0,0,"45","317"
"45.1858","N20",5597,1,1,"MN",13,429,64,0,90,"45","320"
"45.1859","N20",5970,0,1,"MN",1,437,55,0,10,"45","693"
"45.1860","N20",5971,0,1,"MN",16,519,61,3,50,"45","694"
"46.1885","N23",3042,1,1,"MN",15,620,75,2,0,"46","711"
"46.1886","N23",3044,1,1,"MN",15,390,62,0,0,"46","713"
"46.1887","N23",3052,1,1,"MN",15,620,75,2,100,"46","721"
"46.1888","N23",3402,1,1,"MN",15,415,57,0,0,"46","345"
"46.1889","N23",3408,0,1,"MN",15,600,60,2,0,"46","351"
"46.1890","N23",3409,1,1,"MN",15,450,50,0,0,"46","352"
"46.1891","N23",3771,0,1,"MN",11,611,80,8,0,"46","714"
"46.1892","N23",3773,0,1,"MN",11,396,58,2,0,"46","716"
"46.1893","N23",3778,0,1,"MN",11,407,61,0,0,"46","721"
"46.1894","N23",4130,0,1,"MN",11,604,64,6,0,"46","337"
"46.1895","N23",4141,1,1,"MN",11,390,73,0,100,"46","348"
"46.1896","N23",4142,1,1,"MN",11,582,64,0,100,"46","349"
"46.1897","N23",4499,1,1,"MN",11,465,72,0,100,"46","706"
"46.1898","N23",4500,0,1,"MN",4,485,71,1,100,"46","707"
"46.1899","N23",4505,0,1,"MN",16,514,64,0,0,"46","712"
"46.1900","N23",4869,0,1,"MN",6,506,68,5,100,"46","249"
"46.1901","N23",4870,0,1,"MN",4,483,68,1,50,"46","250"
"46.1902","N23",4871,0,1,"MN",11,414,69,0,41,"46","251"
"46.1903","N23",5227,1,1,"MN",4,512,51,3,100,"46","607"
"46.1904","N23",5229,1,1,"MN",10,413,60,8,100,"46","609"
"46.1905","N23",5234,1,1,"MN",11,468,62,0,88,"46","614"
"46.1906","N23",5593,0,0,"MN",12,478,52,0,0,"46","973"
"46.1907","N23",5594,0,1,"MN",16,482,60,0,0,"46","974"
"46.1908","N23",5970,0,1,"MN",1,448,55,0,10,"46","351"
"46.1909","N23",5971,0,1,"MN",16,530,61,3,50,"46","352"
"47.1934","N26",3042,0,1,"MN",15,660,75,2,0,"47","349"
"47.1935","N26",3044,0,1,"MN",15,380,62,0,0,"47","351"
"47.1936","N26",3052,0,1,"MN",15,650,75,2,100,"47","359"
"47.1937","N26",3402,0,1,"MN",15,380,57,0,0,"47","709"
"47.1938","N26",3408,0,1,"MN",15,640,60,2,0,"47","715"
"47.1939","N26",3409,0,1,"MN",15,405,50,0,0,"47","716"
"47.1940","N26",3771,0,1,"MN",11,631,82,6,0,"47","322"
"47.1941","N26",3773,0,1,"MN",11,372,58,2,0,"47","324"
"47.1942","N26",3778,0,1,"MN",11,390,61,0,0,"47","329"
"47.1943","N26",4130,1,1,"MN",11,625,65,6,0,"47","681"
"47.1944","N26",4141,1,1,"MN",11,370,73,3,100,"47","692"
"47.1945","N26",4142,1,1,"MN",11,614,64,0,100,"47","693"
"47.1946","N26",4499,1,1,"MN",11,474,73,0,100,"47","313"
"47.1947","N26",4500,0,1,"MN",4,626,76,2,90,"47","314"
"47.1948","N26",4505,0,1,"MN",16,526,66,0,0,"47","319"
"47.1949","N26",4869,1,1,"MN",6,435,66,4,100,"47","683"
"47.1950","N26",4870,1,1,"MN",4,598,74,2,40,"47","684"
"47.1951","N26",4871,1,1,"MN",11,485,69,2.5,41,"47","685"
"47.1952","N26",5227,0,1,"MN",4,595,52,5,100,"47","327"
"47.1953","N26",5229,0,1,"MN",10,494,64,10,95,"47","329"
"47.1954","N26",5234,0,1,"MN",11,456,62,0,88,"47","334"
"47.1955","N26",5593,1,0,"MN",12,486,53,0,0,"47","693"
"47.1956","N26",5597,0,1,"MN",4,564,65,0,100,"47","697"
"47.1957","N26",5970,1,1,"MN",1,535,70,0,35,"47","1070"
"47.1958","N26",5971,1,1,"MN",16,404,59,0,100,"47","1071"
"48.1972","N4",3042,0,1,"MN",15,420,55,0,0,"48","1098"
"48.1973","N4",3044,0,1,"MN",15,610,75,8,0,"48","1100"
"48.1974","N4",3052,0,1,"MN",15,420,64,0,100,"48","1108"
"48.1975","N4",3400,0,1,"MN",15,425,52,2,100,"48","1456"
"48.1976","N4",3402,1,1,"MN",15,610,70,0,0,"48","1458"
"48.1977","N4",3408,0,1,"MN",15,400,54,0,0,"48","1464"
"48.1978","N4",3771,0,1,"MN",11,426,59,0,0,"48","53"
"48.1979","N4",3773,0,1,"MN",11,601,65,3,0,"48","55"
"48.1980","N4",3779,0,1,"MN",11,579,76,4,0,"48","61"
"48.1981","N4",4130,0,1,"MN",11,410,47,0,0,"48","412"
"48.1982","N4",4141,0,1,"MN",11,560,82,0,100,"48","423"
"48.1983","N4",4142,0,1,"MN",11,378,64,0,100,"48","424"
"48.1984","N4",4499,0,1,"MN",11,418,69,0,100,"48","32"
"48.1985","N4",4500,1,1,"MN",4,559,72,0,100,"48","33"
"48.1986","N4",4505,1,1,"MN",16,435,58,0,0,"48","38"
"48.1987","N4",4869,0,1,"MN",6,562,69,8,100,"48","402"
"48.1988","N4",4870,1,1,"MN",4,546,70,1,80,"48","403"
"48.1989","N4",4871,0,1,"MN",11,547,69,5,41,"48","404"
"48.1990","N4",5227,1,1,"MN",4,430,48,0,100,"48","760"
"48.1991","N4",5229,1,1,"MN",10,633,67,12,50,"48","762"
"48.1992","N4",5234,1,1,"MN",11,529,65,3,88,"48","767"
"48.1993","N4",5593,0,0,"MN",12,435,47,0,0,"48","306"
"48.1994","N4",5594,1,1,"MN",16,418,55,0,0,"48","307"
"48.1995","N4",5597,0,1,"MN",4,498,65,0,100,"48","310"
"48.1996","N4",5970,0,1,"MN",1,391,50,0,0,"48","683"
"48.1997","N4",5971,0,1,"MN",16,474,60,0,100,"48","684"
"49.2010","N6",3042,1,1,"MN",15,445,55,0,0,"49","90"
"49.2011","N6",3044,1,1,"MN",15,590,70,8,0,"49","92"
"49.2012","N6",3052,0,1,"MN",15,445,64,0,100,"49","100"
"49.2013","N6",3400,0,1,"MN",15,445,55,2,100,"49","448"
"49.2014","N6",3402,0,1,"MN",15,590,70,0,0,"49","450"
"49.2015","N6",3408,0,1,"MN",15,425,54,0,0,"49","456"
"49.2016","N6",3771,0,1,"MN",11,447,60,0,0,"49","819"
"49.2017","N6",3773,0,1,"MN",11,580,64,2,0,"49","821"
"49.2018","N6",3779,0,1,"MN",11,553,75,4,0,"49","827"
"49.2019","N6",4130,0,1,"MN",11,429,50,0,0,"49","62"
"49.2020","N6",4141,0,1,"MN",11,541,81,7,100,"49","73"
"49.2021","N6",4142,0,1,"MN",11,427,64,0,100,"49","74"
"49.2022","N6",4499,0,1,"MN",11,426,69,0,100,"49","431"
"49.2023","N6",4500,1,1,"MN",4,543,72,0,100,"49","432"
"49.2024","N6",4505,0,1,"MN",16,446,60,0,0,"49","437"
"49.2025","N6",4869,1,1,"MN",6,553,69,3,100,"49","801"
"49.2026","N6",4870,0,1,"MN",4,536,70,3,75,"49","802"
"49.2027","N6",4871,0,1,"MN",11,538,69,2.5,41,"49","803"
"49.2028","N6",5227,0,1,"MN",4,446,48,0,100,"49","188"
"49.2029","N6",5229,0,1,"MN",10,613,67,10,50,"49","190"
"49.2030","N6",5234,0,1,"MN",11,520,63,0,88,"49","195"
"49.2031","N6",5593,0,0,"MN",12,444,49,0,0,"49","189"
"49.2032","N6",5594,1,1,"MN",16,428,58,0,0,"49","190"
"49.2033","N6",5597,0,1,"MN",4,487,66,1,100,"49","193"
"49.2034","N6",5970,0,1,"MN",1,401,53,0,10,"49","89"
"49.2035","N6",5971,0,1,"MN",16,483,60,0,80,"49","90"
"5.178","J21",3043,0,0,"JR",2,646,80,4,0,"5","1099"
"5.179","J21",3049,0,0,"JR",2,433,55,1,0,"5","1105"
"5.180","J21",3053,0,0,"JR",2,621,75,0,20,"5","1109"
"5.181","J21",3399,0,0,"JR",9,655,65,3,85,"5","1455"
"5.182","J21",3401,0,0,"JR",9,450,60,3,90,"5","1457"
"5.183","J21",3407,0,0,"JR",9,615,65,5,2,"5","1463"
"5.184","J21",3771,0,0,"JR",8,608,76,0,20,"5","53"
"5.185","J21",3773,0,0,"JR",8,410,59,0,100,"5","55"
"5.186","J21",3779,0,0,"JR",8,384,62,0,100,"5","61"
"5.187","J21",4498,0,0,"JR",11,457,70,1,100,"5","31"
"5.188","J21",4500,0,0,"JR",16,540,75,0,100,"5","33"
"5.189","J21",4505,0,0,"JR",4,527,71,1,60,"5","38"
"5.190","J21",4869,0,0,"JR",4,468,68,1,100,"5","402"
"5.191","J21",4870,0,0,"JR",11,461,69,1.5,69,"5","403"
"5.192","J21",4871,0,0,"JR",6,502,68,6,50,"5","404"
"5.193","J21",5227,0,0,"JR",10,490,51,3,100,"5","760"
"5.194","J21",5229,0,0,"JR",11,473,58,5,77,"5","762"
"5.195","J21",5237,0,0,"JR",16,459,60,5,80,"5","770"
"5.196","J21",5593,0,0,"JR",13,501,52,2,0,"5","306"
"5.197","J21",5594,0,0,"JR",12,629,74,5,0,"5","307"
"5.198","J21",5601,1,0,"JR",16,474,58,0,20,"5","314"
"5.199","J21",5970,0,0,"JR",1,638,80,0,50,"5","683"
"5.200","J21",5970,0,0,"JR",16,515,57,0,0,"5","683"
"5.201","J21",5971,0,0,"JR",1,456,65,0,80,"5","684"
"50.2058","N9",3042,0,1,"MN",15,480,55,0,0,"50","371"
"50.2059","N9",3044,0,1,"MN",15,560,70,10,0,"50","373"
"50.2060","N9",3052,0,1,"MN",15,480,64,0,100,"50","381"
"50.2061","N9",3400,0,1,"MN",15,480,55,2,100,"50","729"
"50.2062","N9",3402,0,1,"MN",15,560,70,0,0,"50","731"
"50.2063","N9",3408,0,1,"MN",15,455,54,0,0,"50","737"
"50.2064","N9",3771,0,1,"MN",11,473,63,0,0,"50","333"
"50.2065","N9",3773,0,1,"MN",11,551,63,0,0,"50","335"
"50.2066","N9",3779,0,1,"MN",11,527,73,4,0,"50","341"
"50.2067","N9",4130,0,1,"MN",11,456,51,1,0,"50","692"
"50.2068","N9",4141,0,1,"MN",11,523,81,2,100,"50","703"
"50.2069","N9",4142,0,1,"MN",11,446,64,0,100,"50","704"
"50.2070","N9",4499,0,1,"MN",11,435,70,0,100,"50","284"
"50.2071","N9",4500,0,1,"MN",4,526,72,1,100,"50","285"
"50.2072","N9",4505,0,1,"MN",16,465,62,0,0,"50","290"
"50.2073","N9",4869,0,1,"MN",6,542,68,4,100,"50","654"
"50.2074","N9",4870,0,1,"MN",4,523,70,1,95,"50","655"
"50.2075","N9",4871,0,1,"MN",11,529,69,2.5,41,"50","656"
"50.2076","N9",5227,1,1,"MN",4,465,49,1,100,"50","308"
"50.2077","N9",5229,1,1,"MN",10,460,62,10,90,"50","310"
"50.2078","N9",5234,1,1,"MN",11,503,62,0,88,"50","315"
"50.2079","N9",5593,0,1,"MN",16,450,55,0,0,"50","674"
"50.2080","N9",5594,0,1,"MN",16,441,58,0,0,"50","675"
"50.2081","N9",5597,0,1,"MN",4,472,66,0,90,"50","678"
"50.2082","N9",5970,0,1,"MN",1,413,53,0,15,"50","363"
"50.2083","N9",5971,0,1,"MN",16,495,61,0,80,"50","364"
"51.2084","P1",3043,1,1,"PQ",7,378,59,0,0,"51","1612"
"51.2085","P1",3049,0,1,"PQ",7,703,64,20,0,"51","1618"
"51.2086","P1",3053,1,1,"PQ",7,360,60,0,0,"51","1622"
"51.2087","P1",3399,0,1,"PQ",3,400,57,0,90,"51","1968"
"51.2088","P1",3401,0,1,"PQ",3,656,71.5,2,100,"51","1970"
"51.2089","P1",3407,0,1,"PQ",3,380,52,0,0,"51","1976"
"51.2090","P1",3770,1,1,"PQ",8,380,60,1,0,"51","315"
"51.2091","P1",3772,1,1,"PQ",8,367,60,0,0,"51","317"
"51.2092","P1",3774,1,1,"PQ",8,637,74,5,40,"51","319"
"51.2093","P1",4499,1,1,"PQ",11,370,69,0,100,"51","416"
"51.2094","P1",4500,1,1,"PQ",4,433,69,0,100,"51","417"
"51.2095","P1",4505,1,1,"PQ",16,640,75,2,0,"51","422"
