"","PointName","DaysAfterN","BACS.PA","AREA","Route","Observer","TIME","Temp","Wind","Cloud","pcode","dsb"
"51.2096","P1",4869,1,1,"PQ",6,367,65,7,100,"51","786"
"51.2097","P1",4870,0,1,"PQ",4,432,65,0,100,"51","787"
"51.2098","P1",4871,1,1,"PQ",11,395,69,0,41,"51","788"
"51.2099","P1",5227,0,1,"PQ",4,565,51,2,100,"51","325"
"51.2100","P1",5229,1,1,"PQ",10,365,60,3,100,"51","327"
"51.2101","P1",5234,1,1,"PQ",11,382,56,0,88,"51","332"
"51.2102","P1",5593,0,0,"PQ",12,605,62,2,0,"51","691"
"51.2103","P1",5594,0,1,"PQ",16,588,65,4,10,"51","692"
"52.2131","P13",3043,0,1,"PQ",7,523,67,3,0,"52","75"
"52.2132","P13",3049,0,1,"PQ",7,553,51,20,0,"52","81"
"52.2133","P13",3053,0,1,"PQ",7,506,72,0,0,"52","85"
"52.2134","P13",3399,0,1,"PQ",3,541,61.6,0,95,"52","431"
"52.2135","P13",3401,0,1,"PQ",3,534,64.7,1,100,"52","433"
"52.2136","P13",3407,0,1,"PQ",3,499,55.3,2,0,"52","439"
"52.2137","P13",3770,1,1,"PQ",8,527,64,0,0,"52","39"
"52.2138","P13",3772,0,1,"PQ",8,492,65,0,10,"52","41"
"52.2139","P13",3774,1,1,"PQ",8,511,65,2,100,"52","43"
"52.2140","P13",4498,0,1,"PQ",4,627,78,0,75,"52","767"
"52.2141","P13",4500,0,1,"PQ",11,439,70,10,100,"52","769"
"52.2142","P13",4506,0,1,"PQ",16,605,72,5,10,"52","775"
"52.2143","P13",4869,0,1,"PQ",16,626,68,0,100,"52","117"
"52.2144","P13",4870,0,1,"PQ",6,499,68,5,80,"52","118"
"52.2145","P13",4871,0,1,"PQ",4,577,75,3,25,"52","119"
"52.2146","P13",5227,0,1,"PQ",16,521,50,0,100,"52","475"
"52.2147","P13",5229,0,1,"PQ",4,510,62,5,100,"52","477"
"52.2148","P13",5235,0,1,"PQ",10,655,64,10,100,"52","483"
"52.2149","P13",5593,0,1,"PQ",16,584,60,0,0,"52","841"
"52.2150","P13",5594,0,1,"PQ",4,381,51,0,0,"52","842"
"52.2151","P13",5597,0,1,"PQ",13,689,76,1,90,"52","845"
"52.2152","P13",5969,0,1,"PQ",16,609,65,0,0,"52","1217"
"52.2153","P13",5972,0,1,"PQ",1,553,62,10,5,"52","1220"
"53.2172","P16",3043,0,1,"PQ",7,554,74,5,0,"53","355"
"53.2173","P16",3049,0,1,"PQ",7,522,49,20,0,"53","361"
"53.2174","P16",3053,0,1,"PQ",7,539,75,3,0,"53","365"
"53.2175","P16",3399,0,1,"PQ",3,573,63.9,0,95,"53","711"
"53.2176","P16",3401,0,1,"PQ",3,528,64.3,1,100,"53","713"
"53.2177","P16",3407,0,1,"PQ",3,531,57.8,2,0,"53","719"
"53.2178","P16",3770,1,1,"PQ",8,558,72,0,0,"53","315"
"53.2179","P16",3772,0,1,"PQ",8,513,68,0,10,"53","317"
"53.2180","P16",3774,0,1,"PQ",8,485,63,2,100,"53","319"
"53.2181","P16",4498,1,1,"PQ",4,612,78,1,70,"53","279"
"53.2182","P16",4500,1,1,"PQ",11,467,70,0,100,"53","281"
"53.2183","P16",4506,1,1,"PQ",16,592,70,6,10,"53","287"
"53.2184","P16",4869,0,1,"PQ",16,614,68,0,100,"53","650"
"53.2185","P16",4870,0,1,"PQ",6,510,68,7,90,"53","651"
"53.2186","P16",4871,0,1,"PQ",4,565,75,5,20,"53","652"
"53.2187","P16",5227,0,1,"PQ",16,537,50,1,100,"53","325"
"53.2188","P16",5229,0,1,"PQ",4,522,62,2,60,"53","327"
"53.2189","P16",5235,0,1,"PQ",10,646,64,9,100,"53","333"
"53.2190","P16",5593,0,1,"PQ",16,598,60,0,0,"53","691"
"53.2191","P16",5594,0,1,"PQ",4,394,51,0,0,"53","692"
"53.2192","P16",5597,0,1,"PQ",13,676,74,1,90,"53","695"
"53.2193","P16",5969,0,1,"PQ",16,596,65,0,0,"53","1067"
"53.2194","P16",5972,0,1,"PQ",1,518,62,10,10,"53","2"
"54.2195","P17",3043,1,1,"PQ",7,567,74,3,0,"54","112"
"54.2196","P17",3049,0,1,"PQ",7,505,46,20,0,"54","118"
"54.2197","P17",3053,0,1,"PQ",7,553,75,0,0,"54","122"
"54.2198","P17",3399,0,1,"PQ",3,587,64.6,0,95,"54","468"
"54.2199","P17",3401,1,1,"PQ",3,480,64.4,1,100,"54","470"
"54.2200","P17",3407,0,1,"PQ",3,543,58.3,4,0,"54","476"
"54.2201","P17",3770,1,1,"PQ",8,569,73,1,0,"54","18"
"54.2202","P17",3772,0,1,"PQ",8,536,68,0,10,"54","20"
"54.2203","P17",3774,0,1,"PQ",8,473,63,2,100,"54","22"
"54.2204","P17",4498,0,1,"PQ",4,599,77,2,85,"54","746"
"54.2205","P17",4500,0,1,"PQ",11,455,70,5,100,"54","748"
"54.2206","P17",4506,0,1,"PQ",16,577,70,6,0,"54","754"
"54.2207","P17",4869,1,1,"PQ",16,600,65,5,100,"54","341"
"54.2208","P17",4870,1,1,"PQ",6,521,68,8,75,"54","342"
"54.2209","P17",4871,1,1,"PQ",4,552,75,2,20,"54","343"
"54.2210","P17",5227,1,1,"PQ",16,551,50,1,100,"54","699"
"54.2211","P17",5229,1,1,"PQ",4,534,62,4,80,"54","701"
"54.2212","P17",5235,1,1,"PQ",10,632,64,8,100,"54","707"
"54.2213","P17",5593,0,1,"PQ",16,569,58,0,0,"54","1065"
"54.2214","P17",5594,0,1,"PQ",4,408,51,0,0,"54","1066"
"54.2215","P17",5597,0,1,"PQ",13,665,72,2,90,"54","1069"
"54.2216","P17",5969,1,1,"PQ",16,578,65,0,0,"54","315"
"54.2217","P17",5972,1,1,"PQ",1,536,62,10,10,"54","318"
"55.2264","P21",3043,0,1,"PQ",7,632,76,3,0,"55","351"
"55.2265","P21",3049,0,1,"PQ",7,454,44,10,0,"55","357"
"55.2266","P21",3053,0,1,"PQ",7,612,76,1,0,"55","361"
"55.2267","P21",3399,0,1,"PQ",3,642,74.2,0,25,"55","707"
"55.2268","P21",3401,1,1,"PQ",3,445,64.8,1,100,"55","709"
"55.2269","P21",3407,0,1,"PQ",3,583,60.2,2,0,"55","715"
"55.2270","P21",5593,1,1,"PQ",16,551,58,0,0,"55","677"
"55.2271","P21",5594,0,1,"PQ",4,439,52,0,0,"55","678"
"55.2272","P21",5597,0,1,"PQ",13,653,71,1,90,"55","681"
"55.2273","P21",5969,1,1,"PQ",16,540,65,0,0,"55","363"
"55.2274","P21",5972,1,1,"PQ",1,493,62,10,0,"55","366"
"56.2275","P22",3043,0,1,"PQ",7,651,77,5,0,"56","350"
"56.2276","P22",3049,1,1,"PQ",7,435,44,10,0,"56","356"
"56.2277","P22",3053,1,1,"PQ",7,652,77,1,0,"56","360"
"56.2278","P22",3399,0,1,"PQ",3,650,67.3,0,95,"56","706"
"56.2279","P22",3401,0,1,"PQ",3,423,63,1,100,"56","708"
"56.2280","P22",3407,0,1,"PQ",3,597,62,4,0,"56","714"
"56.2281","P22",3770,0,1,"PQ",8,626,77,0,0,"56","321"
"56.2282","P22",3772,0,1,"PQ",8,592,72,0,10,"56","323"
"56.2283","P22",3774,0,1,"PQ",8,410,61,2,100,"56","325"
"56.2284","P22",4498,0,1,"PQ",4,563,76,3,50,"56","312"
"56.2285","P22",4500,0,1,"PQ",11,515,73,5,100,"56","314"
"56.2286","P22",4506,0,1,"PQ",16,541,70,4,0,"56","320"
"56.2287","P22",4869,0,1,"PQ",16,556,65,3,100,"56","683"
"56.2288","P22",4870,0,1,"PQ",6,550,70,8,40,"56","684"
"56.2289","P22",4871,1,1,"PQ",4,514,73,1,30,"56","685"
"56.2290","P22",5227,0,1,"PQ",16,581,50,1,100,"56","327"
"56.2291","P22",5229,0,1,"PQ",4,560,65,3,60,"56","329"
"56.2292","P22",5235,0,1,"PQ",10,608,64,8,100,"56","335"
"56.2293","P22",5593,0,1,"PQ",16,538,58,0,0,"56","693"
"56.2294","P22",5594,0,1,"PQ",4,422,52,0,0,"56","694"
"56.2295","P22",5597,0,1,"PQ",13,614,69,1,90,"56","697"
"56.2296","P22",5969,0,1,"PQ",16,515,65,0,0,"56","1069"
"56.2297","P22",5972,0,1,"PQ",1,478,62,10,0,"56","1072"
"57.2325","P26",3043,0,1,"PQ",7,693,80,5,0,"57","819"
"57.2326","P26",3049,1,1,"PQ",7,382,43,3,0,"57","825"
"57.2327","P26",3053,1,1,"PQ",7,679,78,1,0,"57","829"
"57.2328","P26",3399,0,1,"PQ",3,691,73.3,2,50,"57","334"
"57.2329","P26",3401,0,1,"PQ",3,382,64.4,1,100,"57","336"
"57.2330","P26",3407,0,1,"PQ",3,649,66.3,3,0,"57","342"
"57.2331","P26",3770,0,1,"PQ",8,661,79,0,0,"57","705"
"57.2332","P26",3772,0,1,"PQ",8,637,76,1,40,"57","707"
"57.2333","P26",3774,1,1,"PQ",8,362,61,2,100,"57","709"
"57.2334","P26",4498,0,1,"PQ",4,548,76,0,50,"57","712"
"57.2335","P26",4500,0,1,"PQ",11,526,73,15,100,"57","714"
"57.2336","P26",4506,1,1,"PQ",16,526,70,2,0,"57","720"
"57.2337","P26",4869,1,1,"PQ",16,539,65,8,100,"57","319"
"57.2338","P26",4870,1,1,"PQ",6,561,70,9,50,"57","320"
"57.2339","P26",4871,1,1,"PQ",4,364,68,0,25,"57","321"
"57.2340","P26",5227,1,1,"PQ",16,594,50,5,100,"57","282"
"57.2341","P26",5229,1,1,"PQ",4,577,64,2,45,"57","284"
"57.2342","P26",5235,0,1,"PQ",10,597,64,9,100,"57","290"
"57.2343","P26",5593,0,1,"PQ",16,525,58,0,0,"57","648"
"57.2344","P26",5594,0,1,"PQ",4,460,55,0,0,"57","649"
"57.2345","P26",5597,0,1,"PQ",13,602,69,1,90,"57","652"
"57.2346","P26",5969,0,1,"PQ",16,501,64,0,0,"57","336"
"57.2347","P26",5972,1,1,"PQ",1,466,62,10,0,"57","339"
"58.2348","P3",3043,0,1,"PQ",7,405,60,1,0,"58","819"
"58.2349","P3",3049,0,1,"PQ",7,680,64,25,0,"58","825"
"58.2350","P3",3053,0,1,"PQ",7,380,60,0,0,"58","829"
"58.2351","P3",3399,1,1,"PQ",3,430,57.1,0,90,"58","334"
"58.2352","P3",3401,0,1,"PQ",3,640,71.6,2,100,"58","336"
"58.2353","P3",3407,1,1,"PQ",3,398,52.2,0,0,"58","342"
"58.2354","P3",3770,1,1,"PQ",8,403,60,0,0,"58","705"
"58.2355","P3",3772,0,1,"PQ",8,387,60,0,0,"58","707"
"58.2356","P3",3774,0,1,"PQ",8,620,71,5,50,"58","709"
"58.2357","P3",4498,0,1,"PQ",4,662,79,3,70,"58","712"
"58.2358","P3",4500,1,1,"PQ",11,400,69,0,100,"58","714"
"58.2359","P3",4506,0,1,"PQ",16,623,72,5,40,"58","720"
"58.2360","P3",4869,0,1,"PQ",16,638,68,5,100,"58","319"
"58.2361","P3",4870,1,1,"PQ",6,362,65,4,100,"58","320"
"58.2362","P3",4871,1,1,"PQ",4,614,77,5,1,"58","321"
"58.2363","P3",5227,1,1,"PQ",16,508,50,1,100,"58","282"
"58.2364","P3",5229,1,1,"PQ",4,478,60,3,100,"58","284"
"58.2365","P3",5235,1,1,"PQ",10,366,59,3,100,"58","290"
"58.2366","P3",5593,0,1,"PQ",16,621,60,0,0,"58","648"
"58.2367","P3",5594,0,1,"PQ",4,654,67,1,35,"58","649"
"58.2368","P3",5597,0,1,"PQ",13,390,63,1,100,"58","652"
"58.2369","P3",5969,0,1,"PQ",16,623,65,0,0,"58","336"
"58.2370","P3",5972,0,1,"PQ",1,560,62,10,5,"58","339"
"59.2416","P9",3043,1,1,"PQ",7,477,65,2,0,"59","819"
"59.2417","P9",3049,0,1,"PQ",7,603,55,25,0,"59","825"
"59.2418","P9",3053,1,1,"PQ",7,453,66,0,0,"59","829"
"59.2419","P9",3399,0,1,"PQ",3,495,61.4,0,95,"59","334"
"59.2420","P9",3401,0,1,"PQ",3,579,66,2,100,"59","336"
"59.2421","P9",3407,1,1,"PQ",3,458,53.8,0,0,"59","342"
"59.2422","P9",3770,0,1,"PQ",8,480,62,0,0,"59","705"
"59.2423","P9",3772,0,1,"PQ",8,448,62,0,20,"59","707"
"59.2424","P9",3774,0,1,"PQ",8,554,67,2,100,"59","709"
"59.2425","P9",4498,0,1,"PQ",4,651,78,4,65,"59","712"
"59.2426","P9",4500,0,1,"PQ",11,415,70,0,100,"59","714"
"59.2427","P9",4506,0,1,"PQ",16,634,72,5,40,"59","720"
"59.2428","P9",4869,1,1,"PQ",16,652,70,3,100,"59","319"
"59.2429","P9",4870,1,1,"PQ",6,374,65,4,100,"59","320"
"59.2430","P9",4871,1,1,"PQ",4,604,76,1,5,"59","321"
"59.2431","P9",5227,0,1,"PQ",16,486,48,2,100,"59","282"
"59.2432","P9",5229,0,1,"PQ",4,489,62,6,100,"59","284"
"59.2433","P9",5235,0,1,"PQ",10,380,59,5,100,"59","290"
"59.2434","P9",5593,0,0,"PQ",12,624,62,4,0,"59","648"
"59.2435","P9",5594,0,1,"PQ",4,643,66,5,35,"59","649"
"59.2436","P9",5597,0,1,"PQ",13,405,63,1,100,"59","652"
"59.2437","P9",5969,0,1,"PQ",16,633,65,0,0,"59","336"
"59.2438","P9",5972,0,1,"PQ",1,572,62,10,10,"59","339"
"6.211","J23",3043,0,0,"JR",2,669,80,2,0,"6","350"
"6.212","J23",3049,1,0,"JR",2,396,55,0,0,"6","356"
"6.213","J23",3053,1,0,"JR",2,654,75,2,25,"6","360"
"6.214","J23",3399,1,0,"JR",9,680,70,3,60,"6","706"
"6.215","J23",3401,1,0,"JR",9,410,60,3,95,"6","708"
"6.216","J23",3407,0,0,"JR",9,635,65,5,2,"6","714"
"6.217","J23",3771,0,0,"JR",8,629,79,3,5,"6","315"
"6.218","J23",3773,0,0,"JR",8,390,58,2,100,"6","317"
"6.219","J23",3779,0,0,"JR",8,360,62,0,100,"6","323"
"6.220","J23",4498,0,0,"JR",11,479,72,3,100,"6","1042"
"6.221","J23",4500,0,0,"JR",16,606,75,6,80,"6","1044"
"6.222","J23",4505,0,0,"JR",4,513,70,1,75,"6","1049"
"6.223","J23",4869,1,0,"JR",4,516,71,1,100,"6","319"
"6.224","J23",4870,1,0,"JR",11,475,69,1.5,69,"6","320"
"6.225","J23",4871,1,0,"JR",6,489,67,6,55,"6","321"
"6.226","J23",5227,0,0,"JR",10,508,51,3,100,"6","282"
"6.227","J23",5229,0,0,"JR",11,484,58,8,77,"6","284"
"6.228","J23",5237,1,0,"JR",16,471,60,5,75,"6","292"
"6.229","J23",5593,0,0,"JR",13,486,51,1,0,"6","648"
"6.230","J23",5594,0,0,"JR",12,550,69,5,0,"6","649"
"6.231","J23",5601,1,0,"JR",16,503,60,0,30,"6","656"
"6.232","J23",5969,0,0,"JR",5,484,56,1,0,"6","336"
"6.233","J23",5970,0,0,"JR",16,494,57,0,0,"6","337"
"6.234","J23",5971,0,0,"JR",1,475,65,0,75,"6","338"
"60.2463","Q11",3043,1,1,"PQ",4,504,66,0,0,"60","350"
"60.2464","Q11",3049,0,1,"PQ",4,543,52,10,0,"60","356"
"60.2465","Q11",3053,1,1,"PQ",4,492,69,0,0,"60","360"
"60.2466","Q11",3401,1,1,"PQ",4,551,62,3,100,"60","708"
"60.2467","Q11",3407,0,1,"PQ",4,479,55,5,0,"60","714"
"60.2468","Q11",3413,0,1,"PQ",4,495,64,2,40,"60","720"
"60.2469","Q11",3770,1,1,"PQ",4,503,63,0,0,"60","314"
"60.2470","Q11",3772,1,1,"PQ",4,521,68,2,10,"60","316"
"60.2471","Q11",3774,1,1,"PQ",4,486,64,4,100,"60","318"
"60.2472","Q11",4135,0,1,"PQ",4,489,63,1,0,"60","679"
"60.2473","Q11",4137,0,1,"PQ",4,497,58,0,0,"60","681"
"60.2474","Q11",4143,0,1,"PQ",4,485,68,0,100,"60","687"
"60.2475","Q11",4498,0,1,"PQ",4,504,72,3,50,"60","1042"
"60.2476","Q11",4506,0,1,"PQ",16,482,66,0,40,"60","1050"
"60.2477","Q11",4869,1,1,"PQ",16,494,65,5,100,"60","319"
"60.2478","Q11",4870,0,1,"PQ",6,468,68,7,60,"60","320"
"60.2479","Q11",4871,1,1,"PQ",4,484,71,0,40,"60","321"
"60.2480","Q11",5227,0,1,"PQ",16,644,55,3,100,"60","282"
"60.2481","Q11",5235,0,1,"PQ",10,566,64,15,100,"60","290"
"60.2482","Q11",5237,0,1,"PQ",4,423,55,3,100,"60","292"
"60.2483","Q11",5593,0,1,"PQ",16,487,55,0,0,"60","648"
"60.2484","Q11",5594,1,1,"PQ",4,602,65,0,10,"60","649"
"60.2485","Q11",5597,0,1,"PQ",13,463,65,0,80,"60","652"
"60.2486","Q11",5969,1,1,"PQ",16,464,58,0,0,"60","336"
"60.2487","Q11",5972,0,1,"PQ",1,379,60,5,0,"60","339"
"61.2488","Q12",3043,0,1,"PQ",4,516,66,0,0,"61","351"
"61.2489","Q12",3049,0,1,"PQ",4,531,51,11,0,"61","357"
"61.2490","Q12",3053,0,1,"PQ",4,509,71,0,0,"61","361"
"61.2491","Q12",3401,0,1,"PQ",4,538,62,2,100,"61","709"
"61.2492","Q12",3407,0,1,"PQ",4,490,56,4,0,"61","715"
"61.2493","Q12",3413,0,1,"PQ",4,506,65,1,40,"61","721"
"61.2494","Q12",3770,0,1,"PQ",4,516,63,0,0,"61","334"
"61.2495","Q12",3772,0,1,"PQ",4,511,66,0,10,"61","336"
"61.2496","Q12",3774,0,1,"PQ",4,499,65,2,100,"61","338"
"61.2497","Q12",4135,0,1,"PQ",4,501,63,2,0,"61","66"
"61.2498","Q12",4137,0,1,"PQ",4,486,55,0,0,"61","68"
"61.2499","Q12",4143,0,1,"PQ",4,498,68,0,100,"61","74"
"61.2500","Q12",4498,0,1,"PQ",4,487,72,0,90,"61","429"
"61.2501","Q12",4500,0,1,"PQ",11,630,75,5,100,"61","431"
"61.2502","Q12",4506,0,1,"PQ",16,470,65,0,25,"61","437"
"61.2503","Q12",4869,0,1,"PQ",16,682,75,6,100,"61","800"
"61.2504","Q12",4870,0,1,"PQ",6,478,68,8,45,"61","801"
"61.2505","Q12",4871,0,1,"PQ",4,472,70,3,65,"61","802"
"61.2506","Q12",5227,0,1,"PQ",16,635,55,1,100,"61","311"
"61.2507","Q12",5235,0,1,"PQ",10,576,64,13,100,"61","319"
"61.2508","Q12",5237,0,1,"PQ",4,435,56,2,100,"61","321"
"61.2509","Q12",5593,1,1,"PQ",16,497,55,0,0,"61","677"
"61.2510","Q12",5594,1,1,"PQ",4,591,64,0,0,"61","678"
"61.2511","Q12",5597,0,1,"PQ",13,577,67,0,100,"61","681"
"61.2512","Q12",5969,0,1,"PQ",16,453,58,0,0,"61","363"
"61.2513","Q12",5972,0,1,"PQ",1,389,60,5,0,"61","366"
"62.2538","Q15",3043,1,1,"PQ",4,554,72,1,0,"62","1099"
"62.2539","Q15",3049,0,1,"PQ",4,493,49,5,0,"62","1105"
"62.2540","Q15",3053,1,1,"PQ",4,546,74,0,0,"62","1109"
"62.2541","Q15",3399,1,1,"PQ",4,546,62,0,100,"62","1455"
"62.2542","Q15",3401,1,1,"PQ",4,502,61,4,100,"62","1457"
"62.2543","Q15",3413,0,1,"PQ",4,540,65,2,35,"62","1469"
"62.2544","Q15",3770,0,1,"PQ",4,555,69,0,0,"62","52"
"62.2545","Q15",3772,0,1,"PQ",4,472,63,0,0,"62","54"
"62.2546","Q15",3774,0,1,"PQ",4,529,66,1,100,"62","56"
"62.2547","Q15",4135,0,1,"PQ",4,537,64,2,0,"62","417"
"62.2548","Q15",4137,0,1,"PQ",4,450,47,0,0,"62","419"
"62.2549","Q15",4143,0,1,"PQ",4,530,68,0,100,"62","425"
"62.2550","Q15",4498,1,1,"PQ",4,435,70,0,100,"62","31"
"62.2551","Q15",4500,0,1,"PQ",11,597,75,15,100,"62","33"
"62.2552","Q15",4506,0,1,"PQ",16,426,63,2,100,"62","39"
"62.2553","Q15",4869,0,1,"PQ",16,435,63,0,100,"62","402"
"62.2554","Q15",4870,0,1,"PQ",6,406,66,4,100,"62","403"
"62.2555","Q15",4871,0,1,"PQ",4,438,69,0,0,"62","404"
"62.2556","Q15",5227,0,1,"PQ",16,428,48,2,100,"62","760"
"62.2557","Q15",5235,0,1,"PQ",10,431,60,6,100,"62","768"
"62.2558","Q15",5237,0,1,"PQ",4,468,57,5,50,"62","770"
"62.2559","Q15",5593,0,1,"PQ",16,416,55,0,0,"62","306"
"62.2560","Q15",5594,0,1,"PQ",4,556,63,0,0,"62","307"
"62.2561","Q15",5597,0,1,"PQ",13,492,66,2,90,"62","310"
"62.2562","Q15",5969,0,1,"PQ",16,418,53,0,0,"62","682"
"62.2563","Q15",5972,1,1,"PQ",1,418,60,5,0,"62","685"
"63.2600","Q19",3043,0,1,"PQ",4,593,75,1,0,"63","712"
"63.2601","Q19",3049,0,1,"PQ",4,452,44,5,0,"63","718"
"63.2602","Q19",3053,0,1,"PQ",4,593,75,0,0,"63","722"
"63.2603","Q19",3401,0,1,"PQ",4,464,61,1,100,"63","344"
"63.2604","Q19",3407,0,1,"PQ",4,514,58,4,0,"63","350"
"63.2605","Q19",3413,0,1,"PQ",4,578,67,0,50,"63","356"
"63.2606","Q19",3770,0,1,"PQ",4,599,75,3,0,"63","713"
"63.2607","Q19",3772,0,1,"PQ",4,432,62,0,0,"63","715"
"63.2608","Q19",3774,0,1,"PQ",4,564,68,2,80,"63","717"
"63.2609","Q19",4135,0,1,"PQ",4,578,66,5,0,"63","342"
"63.2610","Q19",4137,0,1,"PQ",4,411,44,0,0,"63","344"
"63.2611","Q19",4143,0,1,"PQ",4,562,70,1,100,"63","350"
"63.2612","Q19",4498,1,1,"PQ",4,421,70,0,100,"63","705"
"63.2613","Q19",4500,1,1,"PQ",11,584,75,0,100,"63","707"
"63.2614","Q19",4506,0,1,"PQ",16,414,63,0,100,"63","713"
"63.2615","Q19",4869,0,1,"PQ",16,420,63,0,100,"63","249"
"63.2616","Q19",4870,0,1,"PQ",6,417,66,5,100,"63","250"
"63.2617","Q19",4871,0,1,"PQ",4,425,69,0,0,"63","251"
"63.2618","Q19",5227,0,1,"PQ",16,414,48,2,100,"63","607"
"63.2619","Q19",5229,0,1,"PQ",4,636,66,5,30,"63","609"
"63.2620","Q19",5235,0,1,"PQ",10,442,60,5,100,"63","615"
"63.2621","Q19",5593,0,1,"PQ",16,399,50,0,0,"63","973"
"63.2622","Q19",5594,0,1,"PQ",4,530,62,0,0,"63","974"
"63.2623","Q19",5597,0,1,"PQ",13,505,66,1,100,"63","977"
"63.2624","Q19",5969,0,1,"PQ",16,405,53,0,0,"63","350"
"63.2625","Q19",5972,0,1,"PQ",1,431,60,5,0,"63","353"
"64.2626","Q2",3043,0,1,"PQ",4,391,59,0,0,"64","1804"
"64.2627","Q2",3049,0,1,"PQ",4,646,64,8,0,"64","1810"
"64.2628","Q2",3053,0,1,"PQ",4,388,60,0,30,"64","1814"
"64.2629","Q2",3401,0,1,"PQ",4,656,70,1,100,"64","83"
"64.2630","Q2",3407,0,1,"PQ",4,381,52,0,0,"64","89"
"64.2631","Q2",3413,0,1,"PQ",4,393,62,0,80,"64","95"
"64.2632","Q2",3770,0,1,"PQ",4,385,60,0,0,"64","452"
"64.2633","Q2",3772,0,1,"PQ",4,626,75,3,50,"64","454"
"64.2634","Q2",3774,0,1,"PQ",4,384,61,1,100,"64","456"
"64.2635","Q2",4135,0,1,"PQ",4,387,56,0,0,"64","817"
"64.2636","Q2",4137,0,1,"PQ",4,617,68,0,0,"64","819"
"64.2637","Q2",4143,0,1,"PQ",4,385,68,0,100,"64","825"
"64.2638","Q2",4498,0,1,"PQ",4,367,68,0,100,"64","344"
"64.2639","Q2",4500,0,1,"PQ",11,553,75,5,100,"64","346"
"64.2640","Q2",4506,0,1,"PQ",16,366,63,0,100,"64","352"
"64.2641","Q2",4869,0,1,"PQ",16,368,62,1,100,"64","715"
"64.2642","Q2",4871,0,1,"PQ",4,399,68,0,0,"64","717"
"64.2643","Q2",5227,0,1,"PQ",16,365,45,4,100,"64","327"
"64.2644","Q2",5229,0,1,"PQ",4,604,65,2,20,"64","329"
"64.2645","Q2",5235,0,1,"PQ",10,518,62,12,100,"64","335"
"64.2646","Q2",5593,0,1,"PQ",16,364,50,0,0,"64","693"
"64.2647","Q2",5594,0,1,"PQ",4,488,56,1,0,"64","694"
"64.2648","Q2",5597,0,1,"PQ",13,546,67,1,100,"64","697"
"64.2649","Q2",5969,0,1,"PQ",16,365,52,0,0,"64","336"
"64.2650","Q2",5972,0,1,"PQ",1,345,60,0,0,"64","339"
"65.2679","Q23",3043,1,1,"PQ",4,646,78,0,0,"65","354"
"65.2680","Q23",3049,0,1,"PQ",4,405,43,6,0,"65","360"
"65.2681","Q23",3053,1,1,"PQ",4,638,77,2,0,"65","364"
"65.2682","Q23",3401,1,1,"PQ",4,411,58,3,99,"65","712"
"65.2683","Q23",3407,1,1,"PQ",4,556,61,10,0,"65","718"
"65.2684","Q23",3413,1,1,"PQ",4,619,72,1,50,"65","724"
"65.2685","Q23",3770,0,1,"PQ",4,643,78,3,0,"65","347"
"65.2686","Q23",3772,0,1,"PQ",4,391,60,0,0,"65","349"
"65.2687","Q23",3774,0,1,"PQ",4,607,71,2,50,"65","351"
"65.2688","Q23",4135,1,1,"PQ",4,618,70,3,0,"65","712"
"65.2689","Q23",4137,0,1,"PQ",4,398,44,0,0,"65","714"
"65.2690","Q23",4143,0,1,"PQ",4,574,70,0,100,"65","720"
"65.2691","Q23",4498,1,1,"PQ",4,403,68,0,100,"65","224"
"65.2692","Q23",4500,0,1,"PQ",11,570,75,15,100,"65","226"
"65.2693","Q23",4506,0,1,"PQ",16,403,63,0,100,"65","232"
"65.2694","Q23",4869,1,1,"PQ",16,402,63,0,100,"65","595"
"65.2695","Q23",4870,1,1,"PQ",6,431,66,6,90,"65","596"
"65.2696","Q23",4871,1,1,"PQ",4,411,68,0,0,"65","597"
"65.2697","Q23",5227,0,1,"PQ",16,400,48,1,100,"65","953"
"65.2698","Q23",5229,0,1,"PQ",4,618,66,3,20,"65","955"
"65.2699","Q23",5235,0,1,"PQ",10,455,60,10,100,"65","961"
"65.2700","Q23",5593,1,1,"PQ",16,386,50,0,0,"65","316"
"65.2701","Q23",5594,0,1,"PQ",4,511,60,0,0,"65","317"
"65.2702","Q23",5597,1,1,"PQ",13,520,66,1,100,"65","320"
"65.2703","Q23",5969,0,1,"PQ",16,390,52,0,0,"65","692"
"65.2704","Q23",5972,0,1,"PQ",1,442,65,5,0,"65","695"
"66.2738","Q4",3043,0,1,"PQ",4,418,60,2,0,"66","110"
"66.2739","Q4",3049,0,1,"PQ",4,625,62,10,0,"66","116"
"66.2740","Q4",3053,1,1,"PQ",4,415,60,0,10,"66","120"
"66.2741","Q4",3401,1,1,"PQ",4,629,68,0,100,"66","468"
"66.2742","Q4",3407,0,1,"PQ",4,405,52,0,0,"66","474"
"66.2743","Q4",3413,0,1,"PQ",4,415,62,2,80,"66","480"
"66.2744","Q4",3770,0,1,"PQ",4,415,60,0,0,"66","48"
"66.2745","Q4",3772,0,1,"PQ",4,607,73,4,30,"66","50"
"66.2746","Q4",3774,0,1,"PQ",4,405,61,0,100,"66","52"
"66.2747","Q4",4135,0,1,"PQ",4,412,56,1,0,"66","413"
"66.2748","Q4",4137,0,1,"PQ",4,598,67,1,0,"66","415"
"66.2749","Q4",4143,0,1,"PQ",4,409,68,0,100,"66","421"
"66.2750","Q4",4498,0,1,"PQ",4,385,68,0,100,"66","776"
