Name Year Run,TotalBACS
R24 2006 1,1
R24 2006 2,1
R24 2006 3,0
R24 2006 4,3
R24 2006 5,0
R24 2007 1,0
R24 2007 2,0
R24 2007 3,0
R24 2008 1,0
R24 2008 2,1
R24 2008 3,1
R24 2009 1,1
R24 2009 2,1
R24 2009 3,0
R25 2006 1,1
R25 2006 2,0
R25 2006 3,0
R25 2006 4,1
R25 2006 5,0
R25 2007 1,0
R25 2007 2,1
R25 2007 3,1
R25 2008 1,0
R25 2008 2,0
R25 2008 3,0
R25 2009 1,0
R25 2009 2,1
R25 2009 3,0
R25 2011 1,0
R25 2011 2,0
R25 2012 1,0
R25 2012 2,0
R25 2013 1,0
R25 2013 2,0
R25 2014 1,0
R25 2014 2,0
R25 2015 1,1
R25 2015 2,1
R25 2015 3,0
R26 2006 1,1
R26 2006 2,0
R26 2006 3,0
R26 2006 4,0
R26 2006 5,1
R26 2007 1,0
R26 2007 2,0
R26 2007 3,1
R26 2008 1,0
R26 2008 2,0
R26 2008 3,0
R26 2009 1,0
R26 2009 2,3
R26 2009 3,0
R27 2006 1,0
R27 2006 2,0
R27 2006 3,0
R27 2006 4,0
R27 2006 5,0
R27 2007 1,0
R27 2007 2,1
R27 2007 3,0
R27 2008 1,0
R27 2008 2,0
R27 2008 3,0
R27 2009 1,1
R27 2009 2,0
R3 2006 1,0
R3 2006 2,0
R3 2006 3,0
R3 2006 4,0
R3 2006 5,1
R3 2007 1,0
R3 2007 2,0
R3 2007 3,2
R3 2008 1,1
R3 2008 2,1
R3 2008 3,1
R3 2009 1,0
R3 2009 2,0
R3 2009 3,0
R3 2011 1,0
R3 2011 2,0
R3 2011 3,2
R3 2012 1,0
R3 2012 2,0
R3 2012 3,1
R3 2013 1,1
R3 2013 2,0
R3 2013 3,1
R3 2014 1,0
R3 2014 2,0
R3 2014 3,0
R3 2015 1,0
R3 2015 2,0
R3 2015 3,1
R4 2006 1,0
R4 2006 2,0
R4 2006 3,0
R4 2006 4,0
R4 2006 5,1
R4 2007 1,1
R4 2007 2,1
R4 2007 3,0
R4 2008 1,1
R4 2008 2,0
R4 2008 3,2
R4 2009 1,0
R4 2009 2,0
R4 2009 3,0
R5 2006 1,0
R5 2006 2,0
R5 2006 3,0
R5 2006 4,0
R5 2006 5,0
R5 2007 1,0
R5 2007 2,0
R5 2007 3,1
R5 2008 1,0
R5 2008 2,0
R5 2008 3,0
R5 2009 1,0
R5 2009 2,0
R5 2009 3,0
R5 2011 1,2
R5 2011 2,3
R5 2011 3,4
R5 2012 1,0
R5 2012 2,0
R5 2012 3,0
R5 2013 1,0
R5 2013 2,1
R5 2013 3,1
R5 2014 1,0
R5 2014 3,0
R5 2015 1,0
R5 2015 2,1
R5 2015 3,1
R6 2006 1,0
R6 2006 2,1
R6 2006 3,0
R6 2006 4,0
R6 2006 5,1
R6 2007 1,0
R6 2007 2,1
R6 2007 3,1
R6 2008 1,0
R6 2008 2,0
R6 2008 3,0
R6 2009 1,1
R6 2009 2,0
R6 2009 3,1
R6 2011 1,0
R6 2011 2,0
R6 2011 3,0
R6 2012 1,0
R6 2012 2,0
R6 2012 3,0
R6 2013 1,0
R6 2013 2,0
R6 2013 3,1
R6 2014 1,0
R6 2014 2,0
R6 2014 3,0
R6 2015 1,0
R6 2015 2,1
R6 2015 3,0
R7 2006 1,0
R7 2006 2,0
R7 2006 3,0
R7 2006 4,0
R7 2006 5,0
R7 2007 1,0
R7 2007 2,0
R7 2007 3,1
R7 2008 1,0
R7 2008 2,0
R7 2008 3,0
R7 2009 1,1
R7 2009 2,1
R7 2009 3,0
R8 2006 1,0
R8 2006 2,0
R8 2006 3,0
R8 2006 4,0
R8 2006 5,0
R8 2007 1,0
R8 2007 2,0
R8 2007 3,0
R8 2008 1,0
R8 2008 2,0
R8 2008 3,0
R8 2009 1,3
R8 2009 2,0
R8 2009 3,0
R8 2011 1,1
R8 2011 2,1
R8 2011 3,1
R8 2012 1,0
R8 2012 2,0
R8 2012 3,0
R8 2013 1,1
R8 2013 2,0
R8 2013 3,1
R8 2014 1,0
R8 2014 2,0
R8 2014 3,0
R8 2015 1,0
R8 2015 2,1
R8 2015 3,0
R9 2006 1,0
R9 2006 2,1
R9 2006 3,0
R9 2006 4,1
R9 2006 5,0
R9 2007 1,1
R9 2007 2,1
R9 2007 3,1
R9 2008 1,0
R9 2008 2,0
R9 2008 3,0
R9 2009 1,1
R9 2009 2,1
R9 2009 3,0
